Id,Price(EUR),Location,Address,Rooms,Heating,SetUp,Elevator,Stores,Area(m2),Evident,State,Infrared,YearOfBuild,Floor
1201,92700,Bulevar Oslobođenja,Bulevar Oslobođenja,1,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",30,uknjiženo,novo,useljivo,2020,1
1202,111110,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),2,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",43,uknjiženo,novo,useljivo,2020,1
1203,76220,Salajka,Salajka,0.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",30,uknjiženo,novo,useljivo,2020,visoko
1204,100940,Rotkvarija,Vojvode Šupljikca,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",70,uknjiženo,novo,useljivo,2020,3
1205,72000,Bulevar Oslobođenja,Bulevar Oslobođenja,0.5,centralno grejanje,namešteno,ima lift (1),"klima, veš mašina, kuhinjski elementi, frižider, rerna, plakar",29,uknjiženo,renovirano,useljivo,2020,1
1206,85000,Sajmište,Slobodana Bajica 28,1.5,centralno grejanje,namešteno,ima lift (1),"kablovska, klima, veš mašina, kuhinjski elementi, frižider, rerna, šporet, plakar, ugradni plakar",44,u procesu uknjižavanja,renovirano,useljivo,2010,4
1207,149600,Salajka,Koste Šokice,3,centralno grejanje,prazno,ima lift (1),video nadzor,110,uknjiženo,novo,useljivo,2010,1
1208,91440,Salajka,Salajka,1.5,centralno grejanje,prazno,ima lift (1),video nadzor,36,uknjiženo,novo,useljivo,2010,visoko
1209,92700,Novo Naselje,Novo Naselje,2,centralno grejanje,prazno,ima lift (1),video nadzor,55,uknjiženo,novo,useljivo,1980,3
1210,40990,Adice,"ADICE, NOVI SAD",0.5,centralno grejanje,prazno,ima lift (1),video nadzor,27,uknjiženo,u izgradnji,useljivo,2019,visoko
1211,77250,Novo Naselje,Šarengrad,1,centralno grejanje,prazno,ima lift (1),video nadzor,40,uknjiženo,u izgradnji,useljivo,2000,2
1212,104000,Detelinara,Nova Detelinara,2.5,centralno grejanje,prazno,ima lift (1),video nadzor,56,uknjiženo,u izgradnji,useljivo,2012,visoko
1213,56600,Banatić,Železnička stanica,0.5,centralno grejanje,prazno,ima lift (1),video nadzor,22,uknjiženo,u izgradnji,useljivo,1980,1
1214,123600,Avijatičarsko Naselje,Avijatičarsko Naselje,3,centralno grejanje,prazno,ima lift (1),video nadzor,87,uknjiženo,u izgradnji,useljivo,1988,3
1215,109200,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),2.5,grejanje na gas,prazno,ima lift (1),video nadzor,53,uknjiženo,u izgradnji,useljivo,2014,3
1216,108000,Avijatičarsko Naselje,Avijatičarsko Naselje,2,centralno grejanje,prazno,ima lift (1),video nadzor,60,uknjiženo,uobičajeno stanje,useljivo,1985,2
1217,72100,Petrovaradin,Petrovaradin,2.5,centralno grejanje,prazno,ima lift (1),video nadzor,44,uknjiženo,uobičajeno stanje,useljivo,1980,6
1218,220420,Stari Grad,Kralja Aleksandra,3.5,centralno grejanje,prazno,ima lift (1),video nadzor,109,uknjiženo,potrebno renoviranje,useljivo,1980,2
1219,88250,Salajka,Salajka,1.5,grejanje na gas,prazno,ima lift (1),video nadzor,34,uknjiženo,novo,useljivo,1980,visoko
1220,95070,Avijatičarsko Naselje,Avijatičarsko Naselje,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",71,uknjiženo,novo,useljivo,1980,2
1221,91670,Petrovaradin,Preradovićeva,2.5,centralno grejanje,prazno,ima lift (1),klima,61,uknjiženo,renovirano,useljivo,1980,2
1222,163770,Stari Grad,Centar,2,centralno grejanje,prazno,ima lift (1),klima,53,uknjiženo,uobičajeno stanje,useljivo,1980,1
1223,78300,Salajka,Salajka,0.5,centralno grejanje,prazno,ima lift (1),klima,29,uknjiženo,u izgradnji,useljivo,2021,5
1224,177200,Stari Grad,Centar,4.5,centralno grejanje,prazno,ima lift (1),klima,93,uknjiženo,uobičajeno stanje,useljivo,1970,1
1225,99500,Podbara,Podbara,2,centralno grejanje,prazno,ima lift (1),klima,46,uknjiženo,uobičajeno stanje,useljivo,1970,2
1226,77900,Salajka,Temerinska,0.5,centralno grejanje,prazno,ima lift (1),"video nadzor, klima",30,nije uknjiženo,novo,useljivo,1970,1
1227,61800,Adice,Adice,0.5,grejanje na gas,namešteno,ima lift (1),"video nadzor, klima",30,uknjiženo,novo,useljivo,1970,2
1228,133990,Banatić,SAVE LJUBOJEVA,3,centralno grejanje,namešteno,ima lift (1),"video nadzor, klima",72,uknjiženo,novo,useljivo,1970,2
1229,128750,Grbavica,KOLO SRPSKIH SESTARA,3,centralno grejanje,namešteno,ima lift (1),"video nadzor, klima",68,uknjiženo,novo,useljivo,1970,2
1230,130810,Jugovićevo,Jugovićevo,2.5,grejanje na gas,namešteno,ima lift (1),"video nadzor, klima",66,uknjiženo,novo,useljivo,1970,3
1231,49500,Detelinara,Nova Detelinara,1,grejanje na gas,prazno,ima lift (1),"video nadzor, klima",32,uknjiženo,novo,useljivo,1970,3
1232,231750,Grbavica,Gogoljeva,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",107,uknjiženo,novo,useljivo,2020,4
1233,115700,Petrovaradin,Nema naziv,4,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",66,nije uknjiženo,u izgradnji,useljivo,2020,2
1234,133800,Liman,Liman 3,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",62,uknjiženo,uobičajeno stanje,useljivo,1975,7
1235,283150,Grbavica,Grbavica,3,centralno grejanje,namešteno,ima lift (1),"Poslovni nameštaj, telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, frižider, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",119,uknjiženo,novo,useljivo,1975,5
1236,128750,Grbavica,Grbavica,2.5,centralno grejanje,prazno,ima lift (1),"Poslovni nameštaj, telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, frižider, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",56,uknjiženo,novo,useljivo,1975,1
1237,175100,Telep,Telep,4,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",85,u procesu uknjižavanja,u izgradnji,useljivo,1975,1
1238,71740,Telep,Telep,1.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",36,u procesu uknjižavanja,u izgradnji,useljivo,1975,visoko
1239,85850,Telep,Telep,2,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",43,u procesu uknjižavanja,u izgradnji,useljivo,1975,1
1240,113300,Detelinara,Nova Detelinara,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",59,uknjiženo,u izgradnji,useljivo,1975,1
1241,137530,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),3,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",67,u procesu uknjižavanja,u izgradnji,useljivo,1975,3
1242,154500,Sajmište,Kopernikova,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",75,uknjiženo,uobičajeno stanje,useljivo,1975,1
1243,276870,Stari Grad,Centar,5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",112,uknjiženo,novo,useljivo,1975,3
1244,59740,Petrovaradin,Petrovaradin,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",32,uknjiženo,u izgradnji,useljivo,1975,1
1245,153570,Rotkvarija,Socijalno,3,centralno grejanje,prazno,ima lift (1),"telefon, interfon",62,nije uknjiženo,novo,useljivo,1975,3
1246,110760,Adice,Adice,3,grejanje na gas,prazno,ima lift (1),"telefon, interfon",68,nije uknjiženo,novo,useljivo,1975,1
1247,157590,Stari Grad,Vase Pelagića,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",68,uknjiženo,novo,useljivo,2020,2
1248,130810,Jugovićevo,Jugovićevo,2.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",66,uknjiženo,novo,useljivo,2020,3
1249,251320,Stari Grad,Centar,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",56,uknjiženo,renovirano,useljivo,2020,1
1250,875500,Stari Grad,Dunavski Park,5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",224,uknjiženo,novo,useljivo,2020,3
1251,112990,Salajka,Salajka,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",44,nije uknjiženo,novo,useljivo,2020,visoko
1252,161200,Rotkvarija,Bulevar Kralja Petra I,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",62,nije uknjiženo,novo,useljivo,2020,3
1253,152650,Petrovaradin,Alibegovac,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",76,nije uknjiženo,novo,useljivo,2022,visoko
1254,205000,Petrovaradin,Alibegovac,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",87,nije uknjiženo,novo,useljivo,2022,2
1255,66950,Detelinara,Nova Detelinara,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",25,nije uknjiženo,uobičajeno stanje,useljivo,2010,visoko
1256,88580,Detelinara,Nova Detelinara,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",50,nije uknjiženo,uobičajeno stanje,useljivo,2005,visoko
1257,113300,Detelinara,Nova Detelinara,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",67,uknjiženo,uobičajeno stanje,useljivo,2005,5
1258,84460,Detelinara,Veselina Masleše,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",42,uknjiženo,uobičajeno stanje,useljivo,2005,5
1259,164800,Novo Naselje,Novo Naselje,3,centralno grejanje,prazno,ima lift (2),"telefon, kablovska",76,uknjiženo,uobičajeno stanje,useljivo,2005,2
1260,127900,Rotkvarija,LUKIJANA MUSICKOG,2,centralno grejanje,prazno,ima lift (2),"telefon, kablovska",54,uknjiženo,uobičajeno stanje,useljivo,2005,2
1261,61000,Adice,Adice,1.5,centralno grejanje,namešteno,ima lift (2),"kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",32,uknjiženo,uobičajeno stanje,useljivo,2005,2
1262,169950,Adamovićevo Naselje,Cara Dušana,2.5,centralno grejanje,namešteno,ima lift (2),"kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",48,uknjiženo,renovirano,useljivo,2005,4
1263,254400,Grbavica,Grbavica,4,centralno grejanje,namešteno,ima lift (1),"kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",130,uknjiženo,uobičajeno stanje,useljivo,2005,3
1264,147320,Adice,Adice,4,grejanje na gas,prazno,ima lift (1),"kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",89,uknjiženo,novo,useljivo,2005,2
1265,92700,Bulevar Oslobođenja,Bulevar Oslobođenja,1,centralno grejanje,namešteno,ima lift (1),"kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",30,uknjiženo,novo,useljivo,2005,1
1266,58710,Bulevar Oslobođenja,Bulevar Oslobođenja,1,centralno grejanje,prazno,ima lift (1),"kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",32,uknjiženo,novo,useljivo,2005,5
1267,113300,Avijatičarsko Naselje,Janka Čmelika,2,centralno grejanje,prazno,ima lift (1),"kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",60,uknjiženo,uobičajeno stanje,useljivo,2005,5
1268,164800,Stari Grad,Kej,2.5,centralno grejanje,prazno,ima lift (1),"kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",60,uknjiženo,renovirano,useljivo,2005,1
1269,46350,Telep,Telep,0.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska, TV, veš mašina, kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar, ugradni plakar",23,uknjiženo,renovirano,useljivo,2005,prizemlje
1270,154500,Stari Grad,Riblja Pijaca,3.5,centralno grejanje,prazno,ima lift (1),kablovska,94,u procesu uknjižavanja,potrebno renoviranje,useljivo,2005,3
1271,113300,Detelinara,Nova Detelinara,3,centralno grejanje,prazno,ima lift (1),kablovska,59,uknjiženo,potrebno renoviranje,useljivo,2005,3
1272,374000,Bulevar Evrope,Bulevar Evrope,5,grejanje na gas,prazno,ima lift (1),kablovska,158,uknjiženo,potrebno renoviranje,useljivo,2021,2
1273,166860,Detelinara,Branka Bajica,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",60,uknjiženo,potrebno renoviranje,useljivo,2020,2
1274,140350,Detelinara,Kornelija Stankovica,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",99,uknjiženo,potrebno renoviranje,useljivo,2010,5
1275,170000,Liman,Balzakova,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",72,uknjiženo,renovirano,useljivo,2010,1
1276,247500,Stari Grad,Centar,8,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",127,uknjiženo,uobičajeno stanje,useljivo,2010,1
1277,87550,Grbavica,Grbavica,1,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",39,uknjiženo,novo,useljivo,2010,visoko
1278,113300,Detelinara,Nova Detelinara,2,centralno grejanje,prazno,ima lift (1),"kablovska, internet",59,uknjiženo,novo,useljivo,2005,1
1279,110630,Stari Grad,Centar,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon",39,uknjiženo,novo,useljivo,2022,5
1280,56000,Telep,Pavla Bakića 8,0.5,podno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon",28,uknjiženo,novo,useljivo,2022,prizemlje
1281,175000,Telep,Bulevar Patrijarha Pavla 111,4,centralno grejanje,prazno,ima lift (1),"video nadzor, klima, ventilacija",106,u procesu uknjižavanja,novo,useljivo,2020,4
1282,200000,Bulevar Evrope,Bulevar Evrope,4,etažno grejanje,prazno,ima lift (1),"video nadzor, klima, ventilacija",97,u procesu uknjižavanja,novo,useljivo,2020,visoko
1283,90640,Detelinara,Detelinara,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",53,uknjiženo,novo,useljivo,2020,6
1284,113300,Detelinara,Nova Detelinara,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",59,uknjiženo,novo,useljivo,2020,1
1285,133900,Telep,Bulevar Evrope,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, internet, interfon, klima",62,uknjiženo,novo,useljivo,2020,8
1286,247200,Sajmište,Sajmište,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, internet, interfon, klima",91,uknjiženo,uobičajeno stanje,useljivo,2016,2
1287,113300,Detelinara,Nova Detelinara,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",59,uknjiženo,uobičajeno stanje,useljivo,2016,1
1288,138700,Telep,Telep,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",69,uknjiženo,uobičajeno stanje,useljivo,2016,1
1289,85000,Grbavica,Mise Dimitrijevica,1.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",53,uknjiženo,potrebno renoviranje,useljivo,2020,1
1290,1,Petrovaradin,Petrovaradin,2,podno grejanje,prazno,ima lift (1),"telefon, kablovska",1,uknjiženo,u izgradnji,useljivo,2020,2
1291,92700,Bulevar Oslobođenja,Bulevar Oslobođenja,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",30,uknjiženo,uobičajeno stanje,useljivo,2020,1
1292,192610,Detelinara,Nova Detelinara,3.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",85,uknjiženo,uobičajeno stanje,useljivo,2009,5
1293,113300,Novo Naselje,Novo Naselje,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",73,uknjiženo,uobičajeno stanje,useljivo,1985,2
1294,113300,Detelinara,Nova Detelinara,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",59,uknjiženo,uobičajeno stanje,useljivo,1985,1
1295,87550,Grbavica,Grbavica,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",39,uknjiženo,uobičajeno stanje,useljivo,1985,visoko
1296,220420,Stari Grad,Centar,3,grejanje na struju,namešteno,ima lift (1),"telefon, kablovska",109,uknjiženo,uobičajeno stanje,useljivo,1985,2
1297,154500,Detelinara,KOPERNIKOVA,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",74,uknjiženo,uobičajeno stanje,useljivo,1985,2
1298,99400,Stari Grad,Centar,1,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon",35,uknjiženo,novo,useljivo,2022,1
1299,159114,Petrovaradin,Petrovaradin,3,podno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon",69,uknjiženo,u izgradnji,useljivo,2022,2
1300,113325,Petrovaradin,Petrovaradin,2,podno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon",45,uknjiženo,u izgradnji,useljivo,2022,1
1301,187358,Petrovaradin,Petrovaradin,4,podno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon",81,uknjiženo,u izgradnji,useljivo,2022,3
1302,188184,Petrovaradin,Petrovaradin,4,podno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon",78,uknjiženo,u izgradnji,useljivo,2022,3
1303,111100,Avijatičarsko Naselje,Rumenacki put,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",67,uknjiženo,renovirano,useljivo,1980,6
1304,136790,Veternik,Veternička Rampa,4,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",83,uknjiženo,uobičajeno stanje,useljivo,2022,1
1305,73550,Veternik,Veternička Rampa,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",42,uknjiženo,uobičajeno stanje,useljivo,2022,2
1306,137870,Sremska Kamenica,Popovica,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",45,uknjiženo,uobičajeno stanje,useljivo,2022,1
1307,136790,Veternik,Veternička Rampa,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",83,uknjiženo,uobičajeno stanje,useljivo,2022,1
1308,73550,Veternik,Veternička Rampa,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",42,uknjiženo,uobičajeno stanje,useljivo,2022,2
1309,80540,Veternik,Veternička Rampa,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",46,uknjiženo,uobičajeno stanje,useljivo,2022,2
1310,182300,Stari Grad,"KEJ, NOVI SAD",4.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",93,uknjiženo,uobičajeno stanje,useljivo,1970,1
1311,46350,Telep,"TELEP, NOVI SAD",0.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",23,uknjiženo,uobičajeno stanje,useljivo,2006,visoko
1312,108150,Detelinara,Nova Detelinara,2,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",43,uknjiženo,uobičajeno stanje,useljivo,2006,4
1313,90650,Stari Grad,Centar,3,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",58,uknjiženo,uobičajeno stanje,useljivo,2005,2
1314,123600,Liman,Balzakova,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",65,uknjiženo,uobičajeno stanje,useljivo,2005,2
1315,87550,Grbavica,Grbavica,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",39,uknjiženo,uobičajeno stanje,useljivo,2005,prizemlje
1316,109180,Liman,Bulevar Oslobođenja,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",53,uknjiženo,uobičajeno stanje,useljivo,2005,prizemlje
1317,87550,Grbavica,Grbavica,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",39,uknjiženo,uobičajeno stanje,useljivo,2005,prizemlje
1318,95275,Rotkvarija,Braće Jovandić,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",49,uknjiženo,uobičajeno stanje,useljivo,2005,prizemlje
1319,113300,Detelinara,Nova Detelinara,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",59,uknjiženo,uobičajeno stanje,useljivo,2005,1
1320,108150,Klisa,629,4,etažno grejanje,prazno,ima lift (1),"telefon, kablovska",72,uknjiženo,uobičajeno stanje,useljivo,2005,1
1321,69000,Bulevar Evrope,Bulevar Evrope,4,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",28,uknjiženo,uobičajeno stanje,useljivo,2005,3
1322,113300,Detelinara,Nova Detelinara,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",59,uknjiženo,uobičajeno stanje,useljivo,2005,1
1323,111250,Stari Grad,Centar,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon",48,uknjiženo,novo,useljivo,2005,4
1324,113300,Stari Grad,Stari Grad,2,centralno grejanje,prazno,ima lift (1),"kablovska, internet, klima",55,uknjiženo,novo,useljivo,2005,3
1325,303850,Rotkvarija,Socijalno,4,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, klima, Kanalizacija",200,uknjiženo,novo,useljivo,2005,4
1326,45000,Stari Grad,Centar,1,TA peć,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, klima, Kanalizacija",26,uknjiženo,renovirano,useljivo,2005,4
1327,103000,Novo Naselje,Novo Naselje,2,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon, klima",55,uknjiženo,uobičajeno stanje,useljivo,1980,1
1328,49500,Adice,pavla bakica,0.5,grejanje na struju,namešteno,ima lift (1),"kablovska, internet, interfon, klima",28,uknjiženo,uobičajeno stanje,useljivo,1980,visoko
1329,111340,Sajlovo,Sajlovo,3,grejanje na struju,prazno,ima lift (1),"kablovska, internet, interfon, klima",94,uknjiženo,novo,useljivo,2021,visoko
1330,73130,Detelinara,Nova Detelinara,1,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon, klima",29,uknjiženo,novo,useljivo,2021,visoko
1331,190350,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),4,etažno grejanje,prazno,ima lift (1),"telefon, kablovska, video nadzor",96,uknjiženo,novo,useljivo,2020,1
1332,231700,Grbavica,gogoljeva,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",107,uknjiženo,luksuzno,useljivo,2010,4
1333,108610,Stari Grad,Centar,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",57,uknjiženo,luksuzno,useljivo,2010,1
1334,149350,Stari Grad,Centar,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",87,uknjiženo,luksuzno,useljivo,2010,5
1335,46350,Telep,Telep,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",23,uknjiženo,uobičajeno stanje,useljivo,2000,prizemlje
1336,100800,Podbara,Podbara,0.5,centralno grejanje,prazno,ima lift (1),klima,27,uknjiženo,uobičajeno stanje,useljivo,2000,1
1337,154500,Detelinara,Dr Svetislava Kasapinovića,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",62,uknjiženo,novo,useljivo,2000,4
1338,169950,Liman,Liman 1,3,centralno grejanje,prazno,ima lift (1),klima,81,uknjiženo,novo,useljivo,2000,4
1339,99000,Bulevar Oslobođenja,Bulevar Oslobođenja,2,centralno grejanje,prazno,ima lift (1),klima,45,uknjiženo,novo,useljivo,2000,1
1340,122000,Liman,607,2.5,etažno grejanje,prazno,ima lift (1),klima,52,uknjiženo,novo,useljivo,2000,1
1341,63860,Klisa,DECANSKA,2,grejanje na struju,prazno,ima lift (1),klima,48,uknjiženo,novo,useljivo,2000,1
1342,126180,Detelinara,Nova Detelinara,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, video nadzor, klima",55,uknjiženo,novo,useljivo,2000,2
1343,72100,Bulevar Oslobođenja,Bulevar Oslobođenja,1,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",32,uknjiženo,renovirano,useljivo,2000,prizemlje
1344,108150,Detelinara,Nova Detelinara,2,grejanje na gas,namešteno,ima lift (1),"TV, klima, kuhinjski elementi, ležaj",43,uknjiženo,novo,useljivo,2000,4
1345,71770,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),0.5,grejanje na gas,prazno,ima lift (1),klima,28,uknjiženo,u izgradnji,useljivo,2000,1
1346,58710,Bulevar Oslobođenja,Bulevar Oslobođenja,1,centralno grejanje,prazno,ima lift (1),klima,32,uknjiženo,uobičajeno stanje,useljivo,2000,5
1347,46350,Telep,Telep,0.5,etažno grejanje,polunamešteno,ima lift (1),klima,23,uknjiženo,novo,useljivo,2000,prizemlje
1348,340000,Stari Grad,Centar,3,centralno grejanje,polunamešteno,ima lift (1),"internet, interfon, klima",136,uknjiženo,novo,useljivo,2000,4
1349,77250,Novo Naselje,Novo Naselje,1.5,centralno grejanje,polunamešteno,ima lift (1),"internet, interfon, klima",55,uknjiženo,uobičajeno stanje,useljivo,2000,4
1350,129900,Liman,Balzakova,2,centralno grejanje,namešteno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, šporet, ležaj, ugradni plakar",62,uknjiženo,renovirano,useljivo,2000,7
1351,80700,Bulevar Evrope,BUL.EVROPE,1,centralno grejanje,namešteno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, šporet, ležaj, ugradni plakar",26,uknjiženo,renovirano,useljivo,2000,7
1352,104000,Detelinara,ILIJE BIRCANINA,4,centralno grejanje,namešteno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, šporet, ležaj, ugradni plakar",56,uknjiženo,renovirano,useljivo,2000,7
1353,88000,Klisa,FOCANSKA,3,grejanje na gas,namešteno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, šporet, ležaj, ugradni plakar",105,uknjiženo,renovirano,useljivo,2000,7
1354,64800,Sajmište,Jodna Banja,1,centralno grejanje,prazno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, šporet, ležaj, ugradni plakar",36,uknjiženo,renovirano,useljivo,2000,prizemlje
1355,193640,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),3.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",79,uknjiženo,novo,useljivo,2000,prizemlje
1356,74160,Novo Naselje,Satelit,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",48,uknjiženo,uobičajeno stanje,useljivo,2000,prizemlje
1357,295925,Sremska Kamenica,Sremska Kamenica,5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",149,uknjiženo,u izgradnji,useljivo,2022,1
1358,169950,Bulevar Oslobođenja,Bulevar Oslobođenja,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",86,uknjiženo,u izgradnji,useljivo,2022,5
1359,144200,Liman,Liman 3,2,centralno grejanje,namešteno,ima lift (2),"telefon, kablovska",58,uknjiženo,u izgradnji,useljivo,2022,2
1360,92600,Adice,Adice,3.5,centralno grejanje,namešteno,ima lift (2),"telefon, kablovska",74,uknjiženo,u izgradnji,useljivo,2022,1
1361,109000,Detelinara,Nova Detelinara,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",59,uknjiženo,uobičajeno stanje,useljivo,2005,1
1362,187870,Detelinara,Janka Čmelika,5,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon, klima",114,uknjiženo,novo,useljivo,2005,5
1363,87550,Sajmište,Slobodana Bajića,1.5,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon, klima",44,nije uknjiženo,novo,useljivo,2005,4
1364,46350,Telep,Mornarska,0.5,grejanje na gas,prazno,ima lift (1),"kablovska, internet, interfon, klima",24,nije uknjiženo,novo,useljivo,2005,prizemlje
